2.0	0.0	4.4405713602846735	1.0	0.0
2.0	0.0	3.336741716524611	1.0	0.0
1.0	1.0	4.8103487027994225	1.0	0.0
1.0	1.0	5.14278739536166	0.0	0.0
1.0	0.0	5.119120606605625	0.0	0.0
1.0	2.0	3.2602539824844534	1.0	0.0
0.0	0.0	9.244287819733522	0.0	0.0
1.0	0.0	5.1604497415198525	0.0	0.0
0.0	0.0	9.244287819733522	0.0	0.0
0.0	0.0	9.244287819733522	0.0	0.0
1.0	1.0	5.273211325157541	0.0	0.0
0.0	0.0	9.244287819733522	0.0	0.0
1.0	3.0	4.086184852487483	1.0	0.0
0.0	0.0	9.244287819733522	0.0	0.0
1.0	4.0	4.804478300517748	1.0	0.0
1.0	3.0	5.757355311134141	0.0	0.0
0.0	0.0	9.244287819733522	0.0	0.0
0.0	0.0	9.244287819733522	0.0	0.0
1.0	8.0	3.4916623651465284	1.0	1.0
1.0	7.0	5.775599549623155	0.0	0.0
1.0	4.0	4.4405713602846735	1.0	0.0
1.0	2.0	4.4405713602846735	1.0	0.0
1.0	7.0	4.881147354759845	1.0	0.0
1.0	5.0	4.7846049270791955	1.0	0.0
1.0	1.0	5.138758634760457	0.0	0.0
1.0	3.0	4.930579594230681	1.0	1.0
1.0	10.0	5.780774395189376	0.0	1.0
1.0	1.0	5.0909187177572335	0.0	0.0
1.0	5.0	3.7575644810794833	1.0	1.0
1.0	11.0	3.4752835437257072	1.0	0.0
1.0	3.0	5.226378624834163	0.0	0.0
0.0	0.0	9.244287819733522	0.0	0.0
0.0	0.0	9.244287819733522	0.0	0.0
1.0	7.0	4.536445048012264	1.0	1.0
0.0	0.0	9.244287819733522	0.0	0.0
0.0	0.0	9.244287819733522	0.0	0.0
1.0	1.0	5.18187457088987	0.0	0.0
1.0	9.0	3.19767361564818	1.0	1.0
0.0	0.0	9.244287819733522	0.0	0.0
1.0	4.0	4.853848771401574	1.0	0.0
1.0	15.0	4.258450392654941	1.0	0.0
2.0	22.0	2.018877386891147	1.0	0.0
1.0	7.0	4.948325239168676	1.0	0.0
1.0	2.0	5.948324569211528	0.0	0.0
2.0	32.0	2.0039283439788225	1.0	1.0
0.0	0.0	9.244287819733522	0.0	0.0
0.0	0.0	9.244287819733522	0.0	0.0
1.0	11.0	5.838461361985698	0.0	0.0
