9.997358904069412	9.997157376912483	9.995150254390124	9.986538484880967	9.937991549673933	9.598337464418833	8.363938972158406	5.827392378541035	4.095791936409537	3.149489194900405	0.9267876955961958	0.08963730172906167	0.004993059953337145	2.4054671524282754E-4	1.0207095937779031E-5	3.697351150460599E-7	1.1082132993211417E-8	2.692936496715949E-10	5.248397830994103E-12	8.163520332945109E-14	
9.995454321658967	9.995127678582321	9.991787455209506	9.977672133980683	9.900751536939827	9.424328431191118	7.929580322814266	5.280041795705426	3.9728729566025898	2.827707591219712	0.68859334493822	0.05853353139679413	0.0031863228343834583	1.520493430132293E-4	6.412074737393846E-6	2.3146728226709994E-7	6.92645003217371E-9	1.681945656233958E-10	3.277141496340844E-12	5.0968663530327196E-14	
9.992404455028014	9.99188421203425	9.986458950211722	9.963869722495048	9.845357115385914	9.204552636797434	7.430189461333022	4.856657120235634	3.8646915635800574	2.453838253503548	0.5036269597978896	0.038738132001478166	0.0020758879500925834	9.83352764278671E-5	4.126361420068115E-6	1.4853932184694118E-7	4.438957594053334E-9	1.0772964992257225E-10	2.0985639560593E-12	3.263587429355894E-14	
9.987738451144848	9.986927220657378	9.9783682674588	9.943243351772344	9.766699883908473	8.93981996414819	6.907988548465833	4.5512147365925975	3.7472241827929405	2.0635862523542245	0.3643058961145598	0.026023612025639773	0.0013804159701359172	6.505301753416695E-5	2.7198596665030863E-6	9.770502676968501E-8	2.9169033703020053E-9	7.076057341135626E-11	1.3781806648763674E-12	2.1431518729878127E-14	
9.980943345538977	9.979709328881519	9.966644379332456	9.913794847568461	9.660827703809545	8.636023004553014	6.404804921689491	4.336000317915616	3.603872432821258	1.694012648660525	0.26203468167604715	0.01776293736943457	9.367773447632854E-4	4.401306168435261E-5	1.8360733290639633E-6	6.587092735203516E-8	1.9652803852735424E-9	4.766248588042887E-11	9.28208972398108E-13	1.443364151754848E-14	
9.971546555296282	9.969721133485606	9.950475741021673	9.873766811794647	9.52644219812066	8.303969814489767	5.9492761406536445	4.180258184024739	3.422402266577889	1.368879318388765	0.18840232007381524	0.012327917482064224	6.487140666068874E-4	3.045137114299334E-5	1.2693140601976956E-6	4.551534997601051E-8	1.357633184971722E-9	3.2922211386837803E-11	6.411213291115386E-13	9.969281986731673E-15	
9.959221264484563	9.956601570076364	9.929280575607356	9.822061113705509	9.365895984834278	7.956972695099662	5.556740169981152	4.058423117135124	3.194801868429197	1.0964174563904934	0.13605233535823713	0.008704785001978382	4.584330960586641E-4	2.1544260520959442E-5	8.986146657517564E-7	3.223323003755053E-8	9.6159784953654E-10	2.3319937036697444E-11	4.5413944296681516E-13	7.06182154597298E-15	
9.943881267054843	9.940238334574715	9.902856518489452	9.758563332681613	9.184886123214497	7.608242928057135	5.232230131139477	3.9509489281527763	2.9203831282515202	0.8746738124378524	0.09906867457228982	0.006257044521971363	3.3064431723073897E-4	1.55874938597223E-5	6.514959823543019E-7	2.3395652752014778E-8	6.983273717296865E-10	1.6939178760057415E-11	3.2990807447686754E-13	5.130203028717084E-15	
9.925718338217182	9.9208090605166	9.871431574872458	9.684177697813748	8.990670108048395	7.270820442901261	4.972554197314434	3.842009078474028	2.6113418456948265	0.6972248705853125	0.07296982370338714	0.004581019753140704	2.4344493527980927E-4	1.1534304457730808E-5	4.837381301829332E-7	1.74046070848603E-8	5.199772045926473E-10	1.2617865038112653E-11	2.4578313621168647E-13	3.82223647716279E-15	
9.905138081747323	9.898716622877766	9.83554763890156	9.60044424405317	8.789694461892822	6.9589891234638825	4.768593067278952	3.7165484757774405	2.2946163606970584	0.556659623642806	0.054496820042381454	0.0034179342040415494	1.8302765387292523E-4	8.730812028280049E-6	3.6788532032408075E-7	1.3271238110076324E-8	3.969883237209806E-10	9.638538848395051E-12	1.8778797757020687E-13	2.9205599350187353E-15	
