NS	LA	LD	NDEV	AGE	NUC	EXP	REXP	
13.0	21.0	5.0	3.0	1.02	38.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	38.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	38.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	38.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	40.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	40.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	40.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	40.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	40.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	40.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	40.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	40.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	40.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	40.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	40.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	40.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	40.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	42.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	42.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	42.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	42.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	42.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	42.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	42.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	42.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	42.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	42.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	42.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	42.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	42.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	42.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	42.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	42.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	42.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	42.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	42.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	42.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	42.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	42.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	42.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	42.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	42.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	42.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	42.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	42.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	42.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	42.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	42.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	42.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	42.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	42.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	42.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	42.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	42.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	42.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	42.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	42.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	42.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	42.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	42.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	42.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	42.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	42.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	42.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	42.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	42.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	42.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	42.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	42.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	42.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	42.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	42.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	42.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	42.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	42.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	42.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	42.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	42.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	42.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	42.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	42.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	42.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	42.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	42.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	42.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	42.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	42.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	42.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	42.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	43.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	45.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	45.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	45.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	45.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	45.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	45.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	45.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	45.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	45.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	45.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	45.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	45.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	45.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	45.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	45.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	45.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	45.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	45.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	45.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	45.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	45.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	45.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	45.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	45.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	45.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	45.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	45.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	45.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	45.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	45.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	45.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	45.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	45.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	45.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	45.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	45.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	45.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	45.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	45.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	45.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	45.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	45.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	45.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	45.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	45.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	45.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	45.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	45.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	45.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	45.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	45.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	45.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	45.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	45.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	45.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	45.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	45.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	45.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	45.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	45.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	45.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	45.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	45.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	45.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	45.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	45.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	45.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	45.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	45.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	45.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	45.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	45.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	45.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	45.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	45.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	45.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	45.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	45.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	45.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	45.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	45.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	45.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	45.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	45.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	45.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	45.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	45.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	45.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	45.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	45.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	45.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	45.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	45.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	45.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	45.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	45.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	45.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	45.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	45.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	45.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	45.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	45.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	45.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	45.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	45.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	45.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	45.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	45.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	45.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	45.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	45.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	45.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	45.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	46.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	46.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	46.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	46.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	46.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	46.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	46.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	46.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	46.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	46.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	46.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	46.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	46.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	46.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	46.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	46.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	46.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	46.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	46.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	46.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	46.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	46.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	46.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	46.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	46.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	46.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	46.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	46.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	46.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	46.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	46.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	46.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	46.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	46.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	46.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	46.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	46.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	46.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	46.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	46.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	46.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	46.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	46.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	46.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	46.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	46.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	46.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	46.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	46.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	46.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	46.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	46.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	46.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	46.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	46.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	46.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	46.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	46.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	46.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	46.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
13.0	21.0	5.0	3.0	1.02	47.0	1.0	7.0	
