Non-defec	Defect
0.0	5.162089613875697E-5
0.0	1.0324179227751394E-4
0.0	1.548626884162709E-4
0.0	2.0648358455502787E-4
0.0	2.5810448069378485E-4
5.162089613875697E-5	2.5810448069378485E-4
1.0324179227751394E-4	2.5810448069378485E-4
1.0324179227751394E-4	3.097253768325418E-4
1.0324179227751394E-4	3.613462729712988E-4
1.548626884162709E-4	3.613462729712988E-4
1.548626884162709E-4	4.1296716911005574E-4
1.548626884162709E-4	4.6458806524881275E-4
1.548626884162709E-4	5.162089613875697E-4
2.0648358455502787E-4	5.162089613875697E-4
2.5810448069378485E-4	5.162089613875697E-4
3.097253768325418E-4	5.162089613875697E-4
3.097253768325418E-4	5.678298575263267E-4
3.097253768325418E-4	6.194507536650836E-4
3.613462729712988E-4	6.194507536650836E-4
4.1296716911005574E-4	6.194507536650836E-4
4.1296716911005574E-4	6.710716498038406E-4
4.1296716911005574E-4	7.226925459425976E-4
4.1296716911005574E-4	7.743134420813545E-4
4.1296716911005574E-4	8.259343382201115E-4
4.1296716911005574E-4	8.775552343588685E-4
4.6458806524881275E-4	8.775552343588685E-4
5.162089613875697E-4	8.775552343588685E-4
5.162089613875697E-4	9.291761304976255E-4
5.162089613875697E-4	9.807970266363824E-4
5.162089613875697E-4	0.0010324179227751394
5.162089613875697E-4	0.0010840388189138964
5.162089613875697E-4	0.0011356597150526534
5.162089613875697E-4	0.0011872806111914102
5.678298575263267E-4	0.0011872806111914102
6.194507536650836E-4	0.0011872806111914102
6.710716498038406E-4	0.0011872806111914102
7.226925459425976E-4	0.0011872806111914102
7.226925459425976E-4	0.0012389015073301672
7.226925459425976E-4	0.0012905224034689242
7.226925459425976E-4	0.0013421432996076812
7.226925459425976E-4	0.0013937641957464382
7.226925459425976E-4	0.0014453850918851952
7.226925459425976E-4	0.0014970059880239522
7.226925459425976E-4	0.001548626884162709
7.226925459425976E-4	0.001600247780301466
7.226925459425976E-4	0.001651868676440223
7.226925459425976E-4	0.00170348957257898
7.226925459425976E-4	0.001755110468717737
7.226925459425976E-4	0.001806731364856494
7.226925459425976E-4	0.001858352260995251
7.226925459425976E-4	0.0019099731571340078
7.743134420813545E-4	0.0019099731571340078
7.743134420813545E-4	0.0019615940532727648
7.743134420813545E-4	0.0020132149494115218
7.743134420813545E-4	0.0020648358455502788
7.743134420813545E-4	0.0021164567416890358
8.259343382201115E-4	0.0021164567416890358
8.259343382201115E-4	0.0021680776378277928
8.775552343588685E-4	0.0021680776378277928
8.775552343588685E-4	0.0022196985339665498
9.291761304976255E-4	0.0022196985339665498
9.807970266363824E-4	0.0022196985339665498
9.807970266363824E-4	0.0022713194301053068
9.807970266363824E-4	0.0023229403262440638
0.0010324179227751394	0.0023229403262440638
0.0010840388189138964	0.0023229403262440638
0.0011356597150526534	0.0023229403262440638
0.0011356597150526534	0.0023745612223828204
0.0011356597150526534	0.0024261821185215774
0.0011356597150526534	0.0024778030146603344
0.0011872806111914102	0.0024778030146603344
0.0012389015073301672	0.0024778030146603344
0.0012905224034689242	0.0024778030146603344
0.0012905224034689242	0.0025294239107990914
0.0012905224034689242	0.0025810448069378484
0.0012905224034689242	0.0026326657030766054
0.0013421432996076812	0.0026326657030766054
0.0013421432996076812	0.0026842865992153624
0.0013421432996076812	0.0027359074953541194
0.0013937641957464382	0.0027359074953541194
0.0013937641957464382	0.0027875283914928764
0.0013937641957464382	0.0028391492876316334
0.0013937641957464382	0.0028907701837703904
0.0014453850918851952	0.0028907701837703904
0.0014453850918851952	0.0029423910799091474
0.0014970059880239522	0.0029423910799091474
0.0014970059880239522	0.0029940119760479044
0.0014970059880239522	0.0030456328721866614
0.001548626884162709	0.0030456328721866614
0.001600247780301466	0.0030456328721866614
0.001651868676440223	0.0030456328721866614
0.001651868676440223	0.003097253768325418
0.001651868676440223	0.003148874664464175
0.00170348957257898	0.003148874664464175
0.00170348957257898	0.003200495560602932
0.00170348957257898	0.003252116456741689
0.00170348957257898	0.003303737352880446
0.001755110468717737	0.003303737352880446
0.001755110468717737	0.003355358249019203
0.001755110468717737	0.00340697914515796
0.001806731364856494	0.00340697914515796
0.001858352260995251	0.00340697914515796
0.001858352260995251	0.003458600041296717
0.001858352260995251	0.003510220937435474
0.0019099731571340078	0.003510220937435474
0.0019615940532727648	0.003510220937435474
0.0020132149494115218	0.003510220937435474
0.0020648358455502788	0.003510220937435474
0.0021164567416890358	0.003510220937435474
0.0021680776378277928	0.003510220937435474
0.0022196985339665498	0.003510220937435474
0.0022196985339665498	0.003561841833574231
0.0022713194301053068	0.003561841833574231
0.0022713194301053068	0.003613462729712988
0.0023229403262440638	0.003613462729712988
0.0023229403262440638	0.003665083625851745
0.0023229403262440638	0.003716704521990502
0.0023229403262440638	0.0037683254181292585
0.0023229403262440638	0.0038199463142680155
0.0023229403262440638	0.0038715672104067725
0.0023229403262440638	0.0039231881065455295
0.0023745612223828204	0.0039231881065455295
0.0023745612223828204	0.003974809002684287
0.0023745612223828204	0.0040264298988230435
0.0023745612223828204	0.0040780507949618
0.0023745612223828204	0.0041296716911005575
0.0023745612223828204	0.004181292587239314
0.0023745612223828204	0.0042329134833780716
0.0023745612223828204	0.004284534379516828
0.0023745612223828204	0.0043361552756555856
0.0024261821185215774	0.0043361552756555856
0.0024261821185215774	0.004387776171794342
0.0024261821185215774	0.0044393970679330996
0.0024778030146603344	0.0044393970679330996
0.0025294239107990914	0.0044393970679330996
0.0025810448069378484	0.0044393970679330996
0.0025810448069378484	0.004491017964071856
0.0026326657030766054	0.004491017964071856
0.0026326657030766054	0.0045426388602106136
0.0026326657030766054	0.00459425975634937
0.0026842865992153624	0.00459425975634937
0.0027359074953541194	0.00459425975634937
0.0027875283914928764	0.00459425975634937
0.0027875283914928764	0.0046458806524881276
0.0028391492876316334	0.0046458806524881276
0.0028391492876316334	0.004697501548626884
0.0028391492876316334	0.004749122444765641
0.0028391492876316334	0.004800743340904398
0.0028907701837703904	0.004800743340904398
0.0028907701837703904	0.004852364237043155
0.0029423910799091474	0.004852364237043155
0.0029423910799091474	0.004903985133181912
0.0029423910799091474	0.004955606029320669
0.0029940119760479044	0.004955606029320669
0.0030456328721866614	0.004955606029320669
0.003097253768325418	0.004955606029320669
0.003097253768325418	0.005007226925459426
0.003148874664464175	0.005007226925459426
0.003200495560602932	0.005007226925459426
0.003252116456741689	0.005007226925459426
