recall-0	recall-1
0.0	0.0	0.0
0.0	0.0	0.0
0.0	0.0	0.0
0.0	0.0	0.0
0.0	0.0	0.0
3.3333333333333335	0.0	0.0
100.0	0.0	0.0
100.0	0.0	0.0
100.0	0.0	0.0
100.0	0.0	0.0
100.0	0.0	0.0
100.0	0.0	0.0
100.0	0.0	0.0
100.0	0.0	0.0
100.0	0.0	0.0
100.0	0.0	0.0
100.0	0.0	0.0
100.0	0.0	0.0
100.0	0.0	0.0
100.0	0.0	0.0
100.0	0.0	0.0
100.0	0.0	0.0
100.0	0.0	0.0
100.0	0.0	0.0
100.0	0.0	0.0
99.61456669262431	0.0	0.0
88.12870084163812	0.0	0.0
79.18800266599344	0.2014266178591016	3.9938166647992968
79.18800266599344	6.222967777056161	22.19874746286183
79.18800266599344	11.4269196843361	30.081139380470614
79.18800266599344	10.97542686300039	29.480877390058982
79.18800266599344	15.648187224629654	35.201543881794976
79.18800266599344	19.895209591505584	39.69208876051552
79.25428602860634	23.653216637682934	43.29686821121724
81.23172945411024	23.653216637682934	43.83368219339689
82.6078454653372	23.653216637682934	44.20340784106871
75.87703166263277	23.653216637682934	42.36432305301928
70.27457834139203	23.61642895034395	40.738612966261684
70.27457834139203	22.66578442700495	39.91025486494245
70.27457834139203	26.142753286795564	42.862232372014866
70.27457834139203	29.351217578508322	45.4163455061735
70.27457834139203	32.32098012555044	47.65861149785597
70.27457834139203	35.07759044471401	49.64939957073317
70.27457834139203	37.64307739663321	51.432979609592756
70.27457834139203	40.03653543304202	53.0429132477396
70.27457834139203	42.27459747275638	54.50531636409454
70.27457834139203	44.371819186633395	55.84094271751822
70.27457834139203	46.34099346892367	57.06657319263014
70.27457834139203	48.19340945746065	58.19597519122007
70.27457834139203	49.939067184649716	59.24058481449779
70.27457834139203	51.58685648029884	60.21000404509958
70.34538266744381	53.09545479857342	61.114810690270595
72.39870812294583	53.14470688461633	62.029090933358425
72.39870812294583	54.61971390786049	62.88399418750368
72.39870812294583	56.01824587919422	63.683974695108304
72.39870812294583	57.34603477934179	64.43429858388983
72.2362431937097	58.5681463766482	65.04416088372842
67.52476024586184	58.51145046194581	62.85675511892507
67.59368486079119	56.86726893557649	61.9989375338418
69.59249869374229	56.90824267372284	62.93160417416853
69.65374749519896	58.096481079966914	63.61318749680461
71.48474770183859	58.096481079966914	64.44386931559956
73.07351166934112	58.135564160787354	65.17798574754381
73.07351166934112	59.30629199604139	65.83098829759494
73.12280237812367	60.388528248417806	66.451323666386
74.5968142855526	60.388528248417806	67.11774598960449
75.93018770238331	60.388528248417806	67.71493398780686
77.10509914066809	60.334150089483536	68.20608934851475
77.10509914066809	58.79370016789023	67.3297414245138
77.10509914066809	59.800553505075435	67.90381142966622
77.14207666873791	58.288766095739454	67.0560695469371
78.09277861830687	58.288766095739454	67.46800505905634
74.60319398183171	58.288766095739454	65.94337058417673
75.70983203155882	58.32451914536822	66.45103120206085
75.70983203155882	59.31126284250995	67.01078829103612
75.70983203155882	57.81042540629325	66.15752109309585
75.60008705019895	56.41581785584476	65.3072793868343
72.41748259076286	56.451510394177966	63.938065901250496
72.41748259076286	57.52090973836055	64.54083575212339
72.45616927543355	58.51606598142327	65.11413043328186
73.57808313088361	58.54908142830315	65.63481683198759
73.57808313088361	59.53831550467052	66.1869709812696
73.57808313088361	60.49073556804774	66.71425912257524
73.47809146243695	61.378793134419986	67.1565080672373
70.57833307748386	61.40831363166051	65.83385461312385
70.48528120109533	62.264408051635876	66.24744757603344
67.78677678582788	62.29288341145571	64.98179578280327
67.78677678582788	63.146152242044884	65.42533245552063
67.69997069795113	63.94317072064881	65.79476258884145
65.22594845673187	63.94317072064881	64.58137469568952
66.52384685683434	63.94317072064881	65.22074590619809
67.70192809910891	63.89610281100177	65.77149350838638
67.70192809910891	62.55838461057871	65.07936122075725
67.62197857578957	63.34866881147422	65.45045702800171
65.30344239952889	63.3031333875827	64.29550936796208
65.30344239952889	62.00962083439304	63.63522375520819
65.30344239952889	62.81919125559694	64.0492735145752
65.34339972602166	63.577337412734316	64.45432004199913
66.50216219431174	63.60264888493991	65.03624890885186
66.50216219431174	64.36119938225289	65.42292350804126
66.42741184833795	65.07221567942177	65.74632210869916
64.29889413427452	65.07221567942177	64.68439925556872
65.43692139038374	65.09597538576587	65.26622575382092
65.43692139038374	65.80804195893246	65.62221932030141
65.47402006141952	66.47605954538786	65.97313738392955
66.58500579579734	66.47605954538786	66.53051037014086
67.53411682755178	66.47605954538786	67.00299972071036
65.4528469706947	66.47605954538786	65.96246927336074
63.47685566639073	66.47605954538786	64.95915052579568
61.69524760787398	66.47605954538786	64.04105678116561
62.80698247453211	66.47605954538786	64.61548349152181
63.83256543076306	66.49840155686454	65.1518500767224
63.77302930162632	67.14631988968834	65.4379417908408
62.04648155666109	67.16799856109017	64.55647127839718
62.08125524580717	67.79668003174334	64.87605874179609
63.08969223104346	67.81772342578454	65.41100288745596
63.08969223104346	68.44841647376333	65.71445449086535
63.08969223104346	69.06087137627533	66.0077959057632
63.08969223104346	69.65583834690231	66.29151833682332
63.08969223104346	70.23402707659987	66.5660810954758
63.08969223104346	70.79610943402895	66.83191419784532
63.03288175046441	71.32498117823975	67.050869528009
61.385377813672235	71.2808535555671	66.14833426768605
61.385377813672235	70.0195547711829	65.56048218228858
61.385377813672235	70.57113378481912	65.81820196663178
61.385377813672235	71.10805577781248	66.06810780941662
61.385377813672235	71.63087125141877	66.31054286379243
61.385377813672235	72.14010354373744	66.54583015899462
61.385377813672235	72.63625048530406	66.77427408073353
61.385377813672235	73.11978593504516	66.99616172048653
61.33102675698239	73.57582710805586	67.17500294775792
59.75484611297678	73.59116120656164	66.31310966297205
59.75484611297678	74.0508063937691	66.51988079214746
59.7898989107508	74.48453997942666	66.73397272591897
60.840025064146374	74.48453997942666	67.317466375672
61.846505315426505	74.48453997942666	67.8720008380091
62.781022507475186	74.49913160408326	68.3895581066533
62.72884118113716	74.92228871912495	68.55500237028143
61.21558271733461	74.93652810658901	67.72948571234518
61.21558271733461	75.36336940195129	67.92210666257485
61.24734456836612	75.76644211018831	68.12116695008878
62.11825747710457	75.76644211018831	68.60378531192586
60.61473578270985	75.76644211018831	67.7684504006477
59.21463520372259	75.7800122202214	66.98720608708837
59.246650448442786	76.1735454111811	67.17906979405736
60.17509254532864	76.18679745214537	67.70928730547277
60.17509254532864	76.58405101908811	67.88558284031888
60.17509254532864	76.97208468624156	68.0573458151393
60.12848840912467	77.3388383125635	68.19286944433517
58.7769684592097	77.35119682338454	67.42750815483392
58.73204170844176	77.70959363719503	67.5577019639197
57.42916593617157	77.72167311709967	66.80936208555507
57.42916593617157	78.08378723802151	66.9648174358525
57.385829762555346	78.4262541449568	67.08618091140225
56.08725420749004	78.4262541449568	66.32279587569731
54.83389272551789	78.4262541449568	65.57756328691059
53.66251323207673	78.38427658705163	64.85597335280245
53.69621457609302	77.16692740780174	64.37058250681841
54.70613448901135	77.16692740780174	64.97310450390206
55.682495567917655	77.16692740780174	65.55034014690347
56.596399305180334	77.17907519756051	66.09128352427174
56.596399305180334	77.54324416971605	66.24702567246582
56.62689626930021	77.88785317510322	66.41195210491148
57.54083521182561	77.88785317510322	66.9457401523912
58.39711772025134	77.84690058490771	67.42428803935239
58.39711772025134	76.67147732004823	66.91332667596521
58.39711772025134	77.03727360978668	67.07275703173326
58.39711772025134	77.39530045308278	67.22843499258998
58.35697089399126	77.73433864017625	67.35236103870766
57.192712932448785	77.7457852664933	66.68202440279057
57.192712932448785	78.08894673122921	66.82902598120428
57.192712932448785	78.42499520892484	66.97266784078943
57.22183268882316	78.74337846552105	67.12555718879901
58.06630562367999	78.75413313387917	67.6236760586099
58.06630562367999	79.07655538330826	67.76196154595168
58.06630562367999	79.39244962703454	67.89717405206204
58.06630562367999	79.65216858310197	68.00814042844637
